year,make,model,vehicle_class,combMPG,cylinders,displacement,drive,tran_type,fuel_type,co2
1995,6,539,7,24.5,4,2.0,2,1,8,386.39130434782606
1995,6,539,7,25.0,4,2.0,2,1,6,370.29166666666674
1995,6,539,7,22.0,4,2.0,1,1,6,423.19047619047615
1995,6,789,7,26.5,4,1.5,2,0,8,341.8076923076923
1995,6,789,7,31.5,4,1.5,2,1,8,286.67741935483866
1995,6,789,7,26.5,4,1.8,2,0,8,341.8076923076923
1995,6,789,7,26.5,4,1.8,2,1,8,355.48
1985,5,138,1,14.0,8,5.0,3,0,8,634.7857142857142
1995,6,26,7,19.0,6,3.0,2,0,8,493.72222222222223
1995,6,26,7,20.0,6,3.0,2,1,8,467.73684210526324
1995,6,26,7,19.0,6,3.0,1,1,6,493.72222222222223
1995,6,27,7,19.0,6,3.0,2,0,8,493.72222222222223
1995,6,27,7,18.5,6,3.0,1,1,6,493.72222222222223
1995,8,420,7,27.0,4,1.8,2,0,8,341.8076923076923
1995,8,420,7,27.5,4,1.8,2,1,8,329.1481481481481
1995,8,420,7,23.5,4,2.2,2,0,8,386.39130434782606
1995,8,420,7,22.5,4,2.2,2,1,8,403.95454545454544
1995,8,1068,7,29.5,4,1.5,2,0,8,306.44827586206895
1995,8,1068,7,30.5,4,1.5,2,0,8,306.44827586206895
1995,8,1068,7,31.5,4,1.5,2,1,8,286.67741935483866
1995,8,1068,7,31.0,4,1.5,2,1,8,296.23333333333335
1995,9,388,7,22.5,4,2.0,2,0,8,403.95454545454544
1995,9,388,7,24.5,4,2.0,2,1,8,370.29166666666674
1985,2,484,7,26.0,4,2.2,2,1,8,370.29166666666674
1995,0,49,0,22.0,4,1.8,3,0,6,423.19047619047615
1995,0,49,0,24.0,4,1.8,3,1,6,386.39130434782606
1995,0,139,0,19.5,6,2.5,3,0,6,467.73684210526324
1995,0,139,0,21.5,6,2.5,3,1,6,444.35
1995,0,147,0,19.0,8,3.0,3,0,6,493.72222222222223
1995,0,147,0,18.5,8,3.0,3,1,6,522.7647058823529
1995,0,158,0,19.0,8,4.0,3,0,6,493.72222222222223
1995,0,158,0,17.5,8,4.0,3,1,6,555.4375
1995,1,309,0,27.0,4,2.2,2,1,8,355.48
1995,1,309,0,22.5,6,3.1,2,0,8,423.19047619047615
1995,1,309,0,22.5,6,3.1,2,0,8,423.19047619047615
1995,1,413,0,27.5,4,2.2,2,1,8,341.8076923076923
1995,1,413,0,24.0,4,2.3,2,1,8,386.39130434782606
1995,1,413,0,24.0,4,2.3,2,0,8,403.95454545454544
1995,1,462,0,22.5,6,3.1,2,0,8,423.19047619047615
1985,1,391,7,20.0,6,2.8,3,0,8,467.73684210526324
1995,1,462,0,22.5,6,3.1,2,0,8,423.19047619047615
1995,7,274,0,22.0,4,2.4,2,0,8,423.19047619047615
1995,7,274,0,24.5,4,2.4,2,1,8,370.29166666666674
1995,2,289,0,22.5,4,2.0,2,0,8,423.19047619047615
1995,2,289,0,24.0,4,2.0,2,0,8,403.95454545454544
1985,1,391,7,19.5,6,2.8,3,1,8,493.72222222222223
1995,2,289,0,24.5,4,2.0,2,1,8,386.39130434782606
1995,2,289,0,24.0,4,2.0,2,1,8,386.39130434782606
1995,2,289,0,22.0,6,2.5,2,0,8,423.19047619047615
1995,2,809,0,26.5,4,2.0,2,0,8,341.8076923076923
1995,2,809,0,29.5,4,2.0,2,1,8,317.39285714285717
1995,3,450,0,25.0,4,2.0,2,0,8,370.29166666666674
1995,3,450,0,23.5,6,2.5,2,0,8,403.95454545454544
1995,3,450,0,22.0,6,2.5,2,1,8,423.19047619047615
1995,3,555,0,23.0,4,1.8,2,0,8,403.95454545454544
1995,3,555,0,25.0,4,1.8,2,1,8,370.29166666666674
1985,1,391,7,17.5,8,5.0,3,0,8,522.7647058823529
1995,3,555,0,27.0,4,1.9,2,0,8,341.8076923076923
1995,3,555,0,30.0,4,1.9,2,1,8,306.44827586206895
1985,1,415,7,22.5,4,2.0,2,0,8,403.95454545454544
1985,1,415,7,25.5,4,2.0,2,1,8,355.48
1985,1,415,7,25.0,4,2.0,2,1,8,370.29166666666674
1985,1,415,7,20.5,6,2.8,2,0,8,467.73684210526324
1995,5,321,0,23.0,4,2.2,3,0,6,403.95454545454544
1995,5,332,0,21.0,6,2.8,3,0,6,444.35
1995,5,343,0,18.0,6,3.6,3,0,6,493.72222222222223
1985,1,415,7,18.5,6,2.8,2,1,8,493.72222222222223
1995,5,506,0,21.0,6,3.2,3,0,6,444.35
1995,5,518,0,19.0,8,4.2,3,0,6,493.72222222222223
1995,5,906,0,15.5,8,5.0,3,0,6,592.4666666666667
1995,5,916,0,13.5,12,6.0,3,0,6,683.6153846153846
1995,6,485,0,19.5,6,3.0,2,0,6,467.73684210526324
1995,6,485,0,19.5,6,3.0,2,0,6,467.73684210526324
1995,6,663,0,22.5,4,2.4,2,0,8,403.95454545454544
1995,6,663,0,24.5,4,2.4,2,1,8,386.39130434782606
1995,6,663,0,21.0,6,2.5,2,0,8,444.35
1985,2,484,7,21.5,4,2.2,2,1,6,444.35
1985,1,431,7,25.5,4,1.6,3,0,8,355.48
1985,1,431,7,26.0,4,1.6,3,1,8,341.8076923076923
1985,1,431,7,27.0,4,1.6,3,1,8,341.8076923076923
1995,8,452,0,25.0,4,1.6,2,0,8,355.48
1995,8,452,0,27.5,4,1.6,2,1,8,329.1481481481481
1995,8,452,0,27.0,4,1.8,2,0,8,341.8076923076923
1995,8,452,0,27.5,4,1.8,2,1,8,329.1481481481481
1995,9,667,0,23.0,4,2.0,2,0,8,403.95454545454544
1995,9,667,0,25.0,4,2.0,2,1,8,370.29166666666674
1995,9,661,0,20.0,6,2.8,2,1,8,467.73684210526324
1995,9,691,0,23.0,4,2.0,2,0,8,403.95454545454544
1995,9,691,0,25.0,4,2.0,2,1,8,370.29166666666674
1995,9,692,0,19.5,6,2.8,2,0,8,493.72222222222223
1995,9,692,0,20.0,6,2.8,2,1,8,467.73684210526324
1995,0,194,3,18.5,8,4.0,3,0,6,522.7647058823529
1995,0,196,3,18.5,8,4.0,3,0,6,522.7647058823529
1995,0,203,3,16.0,12,5.4,3,0,6,592.4666666666667
1995,1,729,3,21.5,6,3.1,2,0,8,444.35
1995,1,729,3,21.5,6,3.1,2,0,8,444.35
1995,1,729,3,19.5,6,3.4,2,0,8,493.72222222222223
1995,7,777,3,22.0,6,3.0,2,0,6,423.19047619047615
1995,7,777,3,22.0,6,3.0,2,1,6,423.19047619047615
1995,2,1028,3,22.5,4,2.5,2,0,8,403.95454545454544
1995,2,1028,3,21.5,6,3.0,2,0,8,423.19047619047615
1995,2,1040,3,22.0,4,2.4,2,0,8,423.19047619047615
1995,2,1040,3,22.0,6,2.5,2,0,8,423.19047619047615
1995,3,1062,3,22.5,6,3.0,2,0,8,423.19047619047615
1995,3,1063,3,20.0,6,3.0,2,1,6,467.73684210526324
1995,3,1063,3,20.0,6,3.2,2,0,6,467.73684210526324
1995,3,1062,3,21.5,6,3.8,2,0,8,444.35
1995,3,1062,3,21.5,6,3.0,2,0,8,444.35
1995,3,1072,3,19.0,6,3.8,3,0,6,493.72222222222223
1995,3,1072,3,20.5,6,3.8,3,0,8,467.73684210526324
1995,3,1072,3,20.0,6,3.8,3,1,6,467.73684210526324
1995,3,1072,3,19.0,8,4.6,3,0,8,493.72222222222223
1985,3,537,1,25.0,4,1.6,2,0,8,370.29166666666674
1985,2,172,7,20.0,4,2.2,2,0,6,467.73684210526324
1985,7,850,7,25.0,4,1.6,2,0,8,370.29166666666674
1995,8,392,3,22.5,4,2.2,2,0,8,423.19047619047615
1995,8,392,3,24.5,4,2.2,2,1,8,386.39130434782606
1995,8,392,3,22.0,6,3.0,2,0,8,423.19047619047615
1995,9,826,3,21.5,4,2.0,2,0,8,444.35
1995,9,826,3,22.5,4,2.0,2,1,8,423.19047619047615
1995,9,826,3,19.5,6,2.8,2,0,8,493.72222222222223
1995,9,826,3,19.5,6,2.8,2,1,8,467.73684210526324
1985,7,850,7,25.0,4,1.6,2,0,8,370.29166666666674
1995,1,405,5,20.0,8,4.3,3,0,8,467.73684210526324
1985,7,850,7,30.0,4,1.6,2,1,8,306.44827586206895
1995,1,405,5,19.0,8,5.7,3,0,8,493.72222222222223
1985,7,850,7,31.0,4,1.6,2,1,8,296.23333333333335
1995,2,685,5,22.0,6,3.3,2,0,8,423.19047619047615
1995,2,685,5,20.0,6,3.3,2,0,8,467.73684210526324
1995,2,685,5,20.0,6,3.5,2,0,8,467.73684210526324
1985,7,971,7,25.0,4,1.6,2,0,8,370.29166666666674
1985,7,971,7,25.0,4,1.6,2,0,8,370.29166666666674
1995,3,468,5,19.0,8,4.6,3,0,8,493.72222222222223
1995,3,469,5,17.5,8,4.6,3,0,8,522.7647058823529
1995,5,899,5,18.5,6,3.2,3,0,6,493.72222222222223
1995,5,899,5,18.5,6,3.2,3,0,6,493.72222222222223
1995,5,900,5,22.5,6,3.5,3,0,1,484.7619047619048
1995,5,902,5,16.5,8,4.2,3,0,6,555.4375
1985,7,971,7,31.0,4,1.6,2,1,8,296.23333333333335
1995,5,907,5,16.0,8,5.0,3,0,6,592.4666666666667
1995,5,917,5,13.0,12,6.0,3,0,6,683.6153846153846
1985,7,971,7,30.0,4,1.6,2,1,8,306.44827586206895
1995,8,287,5,22.0,6,3.0,2,0,8,423.19047619047615
1995,0,141,13,19.5,6,2.5,3,0,6,467.73684210526324
1995,0,148,13,19.0,8,3.0,3,0,6,493.72222222222223
1995,3,557,13,27.0,4,1.9,2,0,8,341.8076923076923
1985,7,971,7,41.0,4,1.7,2,1,1,254.5
1995,3,557,13,30.0,4,1.9,2,1,8,306.44827586206895
1985,7,15,7,22.5,4,1.8,3,1,8,403.95454545454544
1995,8,457,13,27.0,4,1.8,2,0,8,341.8076923076923
1995,8,457,13,27.5,4,1.8,2,1,8,329.1481481481481
1985,2,172,7,22.0,4,2.2,2,0,8,423.19047619047615
1985,7,15,7,22.0,4,2.0,3,1,8,403.95454545454544
1995,3,1064,12,22.5,6,3.0,2,0,8,423.19047619047615
1995,3,1064,12,20.0,6,3.8,2,0,8,467.73684210526324
1985,7,42,7,19.0,6,3.0,3,1,8,493.72222222222223
1995,5,507,12,19.0,6,3.2,3,0,6,493.72222222222223
1995,6,569,12,19.0,4,2.4,1,0,8,493.72222222222223
1995,6,569,12,21.0,4,2.4,2,0,8,444.35
1995,6,569,12,20.0,4,2.4,1,1,8,444.35
1995,6,569,12,22.0,4,2.4,2,1,8,403.95454545454544
1995,6,570,12,21.0,4,2.4,2,0,8,444.35
1995,6,570,12,22.0,4,2.4,2,1,8,403.95454545454544
1985,2,427,7,20.5,4,2.2,2,0,8,444.35
1995,8,396,12,22.5,4,2.2,2,0,8,423.19047619047615
1995,8,396,12,22.0,6,3.0,2,0,8,423.19047619047615
1995,9,829,12,19.5,6,2.8,2,0,8,493.72222222222223
1995,9,829,12,19.5,6,2.8,2,1,8,467.73684210526324
1985,2,427,7,26.5,4,2.2,2,1,8,355.48
1995,1,406,12,19.0,8,5.7,3,0,8,493.72222222222223
1995,1,891,2,21.0,4,2.2,3,0,8,444.35
1995,1,891,2,23.5,4,2.2,3,1,8,386.39130434782606
1995,1,891,2,19.0,6,4.3,3,0,8,493.72222222222223
1995,1,891,2,18.0,6,4.3,3,0,6,522.7647058823529
1995,1,891,2,18.5,6,4.3,3,1,8,493.72222222222223
1985,2,427,7,22.5,4,2.2,2,1,6,423.19047619047615
1995,7,1095,2,20.5,4,2.4,3,0,8,444.35
1995,7,1095,2,21.5,4,2.4,3,1,8,423.19047619047615
1995,7,1095,2,17.5,6,3.0,3,0,8,522.7647058823529
1995,7,1095,2,18.0,6,3.0,3,1,8,493.72222222222223
1995,4,1021,2,21.0,4,2.2,3,0,8,444.35
1995,4,1021,2,23.5,4,2.2,3,1,8,386.39130434782606
1995,4,1021,2,18.0,6,4.3,3,0,6,522.7647058823529
1995,4,1021,2,19.0,6,4.3,3,0,8,493.72222222222223
1995,4,1021,2,18.5,6,4.3,3,1,8,493.72222222222223
1985,2,446,7,27.0,4,1.5,2,0,8,329.1481481481481
1995,6,1095,2,19.0,4,2.4,3,0,8,493.72222222222223
1995,6,1095,2,20.5,4,2.4,3,1,8,444.35
1995,6,1095,2,17.5,6,3.0,1,1,8,522.7647058823529
1995,8,1055,2,21.0,4,2.4,3,0,8,423.19047619047615
1995,8,1055,2,22.5,4,2.4,3,1,8,403.95454545454544
1995,8,1055,2,18.5,6,3.4,3,0,8,493.72222222222223
1995,8,1055,2,19.0,6,3.4,3,1,8,467.73684210526324
1995,1,319,10,17.5,6,4.3,3,0,8,522.7647058823529
1995,1,319,10,17.5,6,4.3,3,1,8,555.4375
1995,1,319,10,17.5,6,4.3,3,1,8,522.7647058823529
1985,2,446,7,33.5,4,1.5,2,1,8,269.3030303030303
1995,1,319,10,15.0,8,5.0,3,0,8,634.7857142857142
1995,1,319,10,14.5,8,5.0,3,1,8,634.7857142857142
1995,1,319,10,14.5,8,5.7,3,1,8,634.7857142857142
1995,1,319,10,15.0,8,5.7,3,1,8,634.7857142857142
1995,1,319,10,17.5,8,6.5,3,0,1,598.8235294117648
1995,1,319,10,17.5,8,6.5,3,0,1,598.8235294117648
1995,1,319,10,19.5,8,6.5,3,1,1,535.7894736842105
1995,1,838,10,17.5,6,4.3,3,0,8,555.4375
1995,1,838,10,17.5,6,4.3,3,1,8,555.4375
1995,1,838,10,17.5,6,4.3,3,1,8,522.7647058823529
1985,2,484,7,21.0,4,2.2,2,0,8,423.19047619047615
1995,1,838,10,14.0,8,5.0,3,0,8,634.7857142857142
1995,1,838,10,14.5,8,5.0,3,1,8,634.7857142857142
1995,1,838,10,14.0,8,5.7,3,1,8,683.6153846153846
1995,1,838,10,15.0,8,5.7,3,1,8,634.7857142857142
1995,1,838,10,16.0,8,6.5,3,0,1,678.6666666666666
1995,1,838,10,17.5,8,6.5,3,0,1,598.8235294117648
1995,1,838,10,19.5,8,6.5,3,1,1,535.7894736842105
1995,2,479,10,22.5,4,2.5,3,1,8,403.95454545454544
1995,2,479,10,17.0,6,3.9,3,0,8,555.4375
1995,2,479,10,18.0,6,3.9,3,1,8,522.7647058823529
1985,2,484,7,19.5,4,2.2,2,0,6,467.73684210526324
1995,2,479,10,15.0,8,5.2,3,0,8,634.7857142857142
1995,2,479,10,16.0,8,5.2,3,1,8,592.4666666666667
1995,2,878,10,16.0,6,3.9,3,0,8,592.4666666666667
1995,2,878,10,17.5,6,3.9,3,1,8,555.4375
1995,2,878,10,14.0,8,5.2,3,0,8,634.7857142857142
1995,2,878,10,14.5,8,5.2,3,1,8,634.7857142857142
1995,2,878,10,13.0,8,5.9,3,0,8,740.5833333333335
1995,2,879,10,14.0,8,5.2,3,0,8,683.6153846153846
1995,2,879,10,13.0,8,5.2,3,1,8,683.6153846153846
1995,2,879,10,13.0,8,5.9,3,0,8,740.5833333333335
1985,2,484,7,25.5,4,2.2,2,1,8,370.29166666666674
1995,2,879,10,13.0,8,5.9,3,1,8,683.6153846153846
1995,3,585,10,16.0,6,4.9,3,0,8,592.4666666666667
1995,3,585,10,16.0,6,4.9,3,1,8,592.4666666666667
1995,3,585,10,15.0,8,5.0,3,1,8,592.4666666666667
1995,3,585,10,13.5,8,5.8,3,0,8,683.6153846153846
1995,3,603,10,14.5,6,4.9,3,0,8,634.7857142857142
1995,3,603,10,15.0,6,4.9,3,1,8,634.7857142857142
1995,3,603,10,14.5,8,5.0,3,0,8,634.7857142857142
1995,3,603,10,14.5,8,5.0,3,1,8,634.7857142857142
1995,3,603,10,13.5,8,5.8,3,0,8,683.6153846153846
1985,2,172,7,19.5,4,2.6,2,0,8,467.73684210526324
1985,2,172,7,21.0,4,2.2,2,0,8,423.19047619047615
1995,3,725,10,13.0,8,5.8,3,0,8,740.5833333333335
1995,3,885,10,20.5,4,2.3,3,0,8,444.35
1995,3,885,10,23.0,4,2.3,3,1,8,403.95454545454544
1995,3,885,10,19.0,6,3.0,3,0,8,493.72222222222223
1995,3,885,10,20.0,6,3.0,3,1,8,467.73684210526324
1995,3,885,10,17.5,6,4.0,3,0,8,522.7647058823529
1995,3,885,10,19.5,6,4.0,3,1,8,467.73684210526324
1995,4,984,10,17.5,6,4.3,3,0,8,522.7647058823529
1995,4,984,10,17.5,6,4.3,3,1,8,522.7647058823529
1995,4,984,10,17.5,6,4.3,3,1,8,522.7647058823529
1985,2,172,7,19.5,4,2.2,2,0,6,467.73684210526324
1995,4,984,10,15.0,8,5.0,3,0,8,634.7857142857142
1995,4,984,10,14.5,8,5.0,3,1,8,634.7857142857142
1995,4,984,10,14.5,8,5.7,3,1,8,634.7857142857142
1995,4,984,10,15.0,8,5.7,3,1,8,634.7857142857142
1995,4,984,10,17.5,8,6.5,3,0,1,598.8235294117648
1995,4,984,10,17.5,8,6.5,3,0,1,598.8235294117648
1995,4,984,10,19.5,8,6.5,3,1,1,535.7894736842105
1995,4,985,10,17.5,6,4.3,3,0,8,555.4375
1995,4,985,10,17.5,6,4.3,3,1,8,555.4375
1995,4,985,10,17.5,6,4.3,3,1,8,522.7647058823529
1985,2,172,7,19.5,4,2.6,2,0,8,467.73684210526324
1995,4,985,10,14.0,8,5.0,3,0,8,634.7857142857142
1995,4,985,10,14.5,8,5.0,3,1,8,634.7857142857142
1995,4,985,10,14.0,8,5.7,3,1,8,683.6153846153846
1995,4,985,10,15.0,8,5.7,3,1,8,634.7857142857142
1995,4,985,10,17.5,8,6.5,3,0,1,598.8235294117648
1995,4,985,10,16.0,8,6.5,3,0,1,636.25
1995,4,985,10,19.5,8,6.5,3,1,1,535.7894736842105
1985,3,798,7,20.0,4,2.3,3,0,8,444.35
1995,8,1052,10,20.0,4,2.7,3,0,8,467.73684210526324
1995,8,1052,10,20.5,4,2.7,3,1,8,444.35
1995,8,1052,10,17.0,6,3.4,3,0,8,522.7647058823529
1995,8,1052,10,18.0,6,3.4,3,1,8,493.72222222222223
1995,8,1095,10,21.0,4,2.4,3,0,8,423.19047619047615
1995,8,1095,10,22.0,4,2.4,3,1,8,403.95454545454544
1995,8,1095,10,18.0,6,3.0,3,0,8,493.72222222222223
1985,3,798,7,23.5,4,2.3,3,1,8,386.39130434782606
1995,8,1095,10,19.0,6,3.0,3,1,8,493.72222222222223
1995,1,706,10,15.5,6,4.3,1,0,8,592.4666666666667
1995,1,706,10,15.0,6,4.3,1,1,8,592.4666666666667
1995,1,706,10,15.5,6,4.3,1,1,8,592.4666666666667
1995,1,706,10,13.0,8,5.0,1,0,8,683.6153846153846
1995,1,706,10,13.5,8,5.0,1,1,8,683.6153846153846
1995,1,706,10,13.0,8,5.7,1,0,8,683.6153846153846
1995,1,706,10,13.0,8,5.7,1,1,8,683.6153846153846
1995,1,706,10,14.0,8,5.7,1,1,8,683.6153846153846
1995,1,706,10,16.5,8,6.5,1,0,1,636.25
1985,3,798,7,20.5,4,2.3,3,1,8,467.73684210526324
1995,1,706,10,15.5,8,6.5,1,0,1,678.6666666666666
1995,1,706,10,15.5,8,6.5,1,1,1,636.25
1995,1,838,10,15.0,6,4.3,1,0,8,634.7857142857142
1995,1,838,10,15.0,6,4.3,1,1,8,634.7857142857142
1995,1,838,10,15.0,6,4.3,1,1,8,592.4666666666667
1995,1,838,10,13.0,8,5.0,1,0,8,683.6153846153846
1995,1,838,10,13.0,8,5.0,1,1,8,683.6153846153846
1995,1,838,10,13.0,8,5.7,1,0,8,683.6153846153846
1995,1,838,10,13.0,8,5.7,1,1,8,740.5833333333335
1995,1,838,10,13.0,8,5.7,1,1,8,683.6153846153846
1985,3,798,7,19.0,6,3.8,3,0,8,493.72222222222223
1995,1,838,10,16.5,8,6.5,1,0,1,636.25
1995,1,838,10,15.0,8,6.5,1,0,1,727.1428571428571
1995,1,838,10,15.5,8,6.5,1,1,1,636.25
1995,1,891,10,17.5,6,4.3,1,0,6,522.7647058823529
1995,1,891,10,17.5,6,4.3,1,0,8,522.7647058823529
1995,1,891,10,17.0,6,4.3,1,1,8,555.4375
1995,1,891,10,17.5,6,5.2,1,1,6,522.7647058823529
1995,7,1095,10,17.5,4,2.4,1,1,8,522.7647058823529
1995,7,1095,10,15.5,6,3.0,1,0,8,592.4666666666667
1995,7,1095,10,15.5,6,3.0,1,1,8,592.4666666666667
1995,2,479,10,15.5,6,3.9,1,0,8,592.4666666666667
1995,2,479,10,15.5,6,3.9,1,1,8,592.4666666666667
1995,2,479,10,14.0,8,5.2,1,0,8,634.7857142857142
1995,2,479,10,13.5,8,5.2,1,1,8,683.6153846153846
1995,2,878,10,13.0,8,5.2,1,0,8,740.5833333333335
1995,2,878,10,13.5,8,5.2,1,1,8,683.6153846153846
1995,2,878,10,12.0,8,5.9,1,0,8,740.5833333333335
1995,2,879,10,13.0,8,5.2,1,0,8,740.5833333333335
1995,2,879,10,12.5,8,5.2,1,1,8,683.6153846153846
1995,2,879,10,12.0,8,5.9,1,0,8,740.5833333333335
1995,2,879,10,12.5,8,5.9,1,1,8,740.5833333333335
1995,3,585,10,16.0,6,4.9,1,0,8,592.4666666666667
1995,3,585,10,15.5,6,4.9,1,1,8,592.4666666666667
1995,3,585,10,14.5,8,5.0,1,0,8,634.7857142857142
1995,3,585,10,14.5,8,5.0,1,0,8,634.7857142857142
1995,3,585,10,14.0,8,5.0,1,1,8,634.7857142857142
1995,3,585,10,13.5,8,5.8,1,0,8,683.6153846153846
1995,3,885,10,21.5,4,2.3,1,1,8,423.19047619047615
1995,3,885,10,18.0,6,3.0,1,0,8,522.7647058823529
1995,3,885,10,19.0,6,3.0,1,1,8,493.72222222222223
1995,3,885,10,17.5,6,4.0,1,0,8,555.4375
1995,3,885,10,17.5,6,4.0,1,1,8,522.7647058823529
1995,4,984,10,15.5,6,4.3,1,0,8,592.4666666666667
1995,4,984,10,15.0,6,4.3,1,1,8,592.4666666666667
1995,4,984,10,15.5,6,4.3,1,1,8,592.4666666666667
1995,4,984,10,13.0,8,5.0,1,0,8,683.6153846153846
1995,4,984,10,13.5,8,5.0,1,1,8,683.6153846153846
1995,4,984,10,13.0,8,5.7,1,0,8,683.6153846153846
1995,4,984,10,13.0,8,5.7,1,1,8,683.6153846153846
1995,4,984,10,14.0,8,5.7,1,1,8,683.6153846153846
1985,3,723,7,26.0,4,1.5,2,0,8,341.8076923076923
1995,4,984,10,15.5,8,6.5,1,0,1,678.6666666666666
1995,4,984,10,16.5,8,6.5,1,0,1,636.25
1995,4,984,10,15.5,8,6.5,1,1,1,678.6666666666666
1995,4,985,10,15.5,6,4.3,1,0,8,592.4666666666667
1995,4,985,10,15.0,6,4.3,1,1,8,634.7857142857142
1995,4,985,10,15.0,6,4.3,1,1,8,592.4666666666667
1995,4,985,10,13.0,8,5.0,1,0,8,683.6153846153846
1995,4,985,10,13.0,8,5.0,1,1,8,683.6153846153846
1995,4,985,10,12.5,8,5.7,1,0,8,740.5833333333335
1995,4,985,10,13.0,8,5.7,1,1,8,740.5833333333335
1995,4,985,10,13.0,8,5.7,1,1,8,683.6153846153846
1995,4,985,10,15.0,8,6.5,1,0,1,727.1428571428571
1995,4,985,10,16.5,8,6.5,1,0,1,636.25
1995,4,985,10,15.5,8,6.5,1,1,1,678.6666666666666
1995,4,1021,10,17.5,6,4.3,1,0,6,522.7647058823529
1995,4,1021,10,17.5,6,4.3,1,0,8,522.7647058823529
1995,4,1021,10,17.0,6,4.3,1,1,8,555.4375
1995,4,1021,10,17.5,6,5.2,1,1,6,522.7647058823529
1995,8,1055,10,17.5,4,2.7,1,0,8,493.72222222222223
1995,8,1055,10,18.0,4,2.7,1,1,8,493.72222222222223
1995,8,1055,10,16.0,6,3.4,1,0,8,555.4375
1995,8,1055,10,16.5,6,3.4,1,1,8,555.4375
1995,8,1052,10,16.0,6,3.4,1,0,8,592.4666666666667
1995,8,1052,10,16.5,6,3.4,1,1,8,555.4375
1995,8,1095,10,17.0,4,2.4,1,0,8,522.7647058823529
1995,8,1095,10,18.5,4,2.4,1,1,8,493.72222222222223
1995,8,1095,10,14.0,6,3.0,1,0,8,634.7857142857142
1995,8,1095,10,15.5,6,3.0,1,1,8,592.4666666666667
1995,1,282,11,17.5,6,4.3,1,0,6,555.4375
1995,1,282,11,17.5,6,4.3,3,0,6,522.7647058823529
1995,1,624,11,17.5,6,4.3,3,0,8,555.4375
1995,1,624,11,14.0,8,5.0,3,0,8,634.7857142857142
1995,1,624,11,17.5,8,6.5,3,0,1,598.8235294117648
1995,1,628,11,14.0,6,4.3,3,0,8,634.7857142857142
1995,7,832,11,15.5,6,3.0,3,1,8,592.4666666666667
1995,2,297,11,15.0,6,3.9,3,0,8,592.4666666666667
1995,2,297,11,12.0,8,5.2,3,0,8,740.5833333333335
1995,2,297,11,14.0,8,5.2,3,0,8,634.7857142857142
1995,2,297,11,13.0,8,5.9,3,0,8,740.5833333333335
1995,2,303,11,14.0,8,5.2,3,0,8,634.7857142857142
1995,2,303,11,13.0,8,5.9,3,0,8,740.5833333333335
1995,3,266,11,19.0,6,3.0,3,0,8,493.72222222222223
1995,3,494,11,14.0,6,4.9,3,0,8,634.7857142857142
1995,3,494,11,14.5,6,4.9,3,0,8,634.7857142857142
1995,3,494,11,14.5,8,5.0,3,0,8,634.7857142857142
1995,3,494,11,13.5,8,5.8,3,0,8,683.6153846153846
1995,3,497,11,12.0,6,4.9,3,0,8,740.5833333333335
1995,3,497,11,13.5,6,4.9,3,0,8,683.6153846153846
1995,3,497,11,13.0,8,5.8,3,0,8,740.5833333333335
1995,4,1125,11,17.5,6,4.3,3,0,8,555.4375
1995,4,1125,11,14.0,8,5.0,3,0,8,634.7857142857142
1995,4,1125,11,17.5,8,6.5,3,0,1,598.8235294117648
1995,4,1126,11,14.0,6,4.3,3,0,8,634.7857142857142
1995,4,951,11,17.5,6,4.3,1,0,6,555.4375
1995,4,951,11,17.5,6,4.3,3,0,6,522.7647058823529
1995,1,282,11,15.5,6,4.3,1,0,6,592.4666666666667
1995,1,282,11,17.0,6,4.3,3,0,6,555.4375
1995,1,1029,11,14.0,6,4.3,3,0,8,634.7857142857142
1995,1,1029,11,13.5,8,5.0,3,0,8,683.6153846153846
1995,1,1029,11,16.5,8,6.5,3,0,1,636.25
1995,2,298,11,15.0,6,3.9,3,0,8,634.7857142857142
1995,2,298,11,12.0,8,5.2,3,0,8,740.5833333333335
1995,2,298,11,14.0,8,5.2,3,0,8,683.6153846153846
1995,2,298,11,13.0,8,5.9,3,0,8,740.5833333333335
1995,2,304,11,13.0,8,5.2,3,0,8,740.5833333333335
1995,2,304,11,12.0,8,5.9,3,0,8,807.9090909090909
1995,3,267,11,16.0,6,4.0,1,0,8,592.4666666666667
1995,3,267,11,18.5,6,3.0,3,0,8,493.72222222222223
1995,3,267,11,17.5,6,4.0,3,0,8,522.7647058823529
1995,3,493,11,13.5,6,4.9,3,0,8,683.6153846153846
1995,3,493,11,14.5,8,5.0,3,0,8,634.7857142857142
1995,3,493,11,13.0,8,5.8,3,0,8,740.5833333333335
1995,4,876,11,14.0,6,4.3,3,0,8,634.7857142857142
1995,4,876,11,13.5,8,5.0,3,0,8,683.6153846153846
1995,4,876,11,16.5,8,6.5,3,0,1,636.25
1995,4,951,11,15.5,6,4.3,1,0,6,592.4666666666667
1995,4,951,11,17.0,6,4.3,3,0,6,555.4375
1995,8,845,11,17.5,4,2.4,3,0,8,522.7647058823529
1995,8,845,11,18.0,4,2.4,3,0,8,493.72222222222223
1995,8,846,11,17.0,4,2.4,1,0,8,522.7647058823529
1995,8,846,11,17.5,4,2.4,1,0,8,522.7647058823529
1995,9,560,11,15.5,5,2.5,2,0,8,592.4666666666667
1995,9,560,11,15.5,5,2.5,2,1,8,592.4666666666667
1995,1,310,6,17.5,6,4.3,3,0,6,522.7647058823529
