year,make,model,vehicle_class,combMPG,cylinders,displacement,drive,tran_type,fuel_type,co2
1985,2,427,7,28.0,4,2.2,2,1,8,329.1481481481481
1985,2,294,11,11.0,8,5.2,3,0,8,807.9090909090909
1993,8,452,0,24.5,4,1.6,2,0,8,370.29166666666674
1993,8,452,0,27.0,4,1.6,2,1,8,341.8076923076923
1993,8,452,0,26.5,4,1.8,2,0,8,355.48
1993,8,452,0,26.5,4,1.8,2,1,8,341.8076923076923
1993,9,668,0,22.0,4,2.0,2,0,8,423.19047619047615
1993,9,668,0,25.0,4,2.0,2,1,8,370.29166666666674
1993,9,691,0,22.0,4,2.0,2,0,8,423.19047619047615
1985,2,294,11,13.5,8,5.2,3,0,8,683.6153846153846
1993,9,691,0,24.0,4,2.0,2,1,8,386.39130434782606
1993,0,194,3,17.0,8,4.0,3,0,6,555.4375
1993,0,196,3,17.0,8,4.0,3,0,6,555.4375
1993,0,203,3,14.0,12,5.0,3,0,8,683.6153846153846
1985,2,294,11,14.0,8,5.2,3,1,8,683.6153846153846
1993,1,726,3,22.0,4,2.2,2,0,8,423.19047619047615
1985,2,294,11,14.0,8,5.2,3,1,8,683.6153846153846
1993,1,726,3,21.0,6,3.1,2,0,8,444.35
1993,1,726,3,22.0,6,3.1,2,0,8,444.35
1993,1,726,3,19.5,6,3.4,2,0,8,493.72222222222223
1993,1,726,3,19.5,6,3.4,2,1,8,493.72222222222223
1993,7,777,3,20.0,6,3.0,2,0,6,467.73684210526324
1993,7,777,3,20.5,6,3.0,2,0,6,467.73684210526324
1993,7,777,3,21.0,6,3.0,2,1,6,444.35
1985,2,294,11,10.0,8,5.9,3,0,8,888.7
1993,2,491,3,21.0,4,2.5,2,0,8,423.19047619047615
1993,2,491,3,22.0,6,3.0,2,0,8,423.19047619047615
1993,2,491,3,21.0,6,3.3,2,0,8,444.35
1993,2,1028,3,21.5,4,2.5,2,0,8,423.19047619047615
1993,2,1028,3,23.5,4,2.5,2,0,8,386.39130434782606
1993,2,1028,3,25.5,4,2.5,2,1,8,355.48
1993,2,1028,3,21.0,6,3.0,2,0,8,444.35
1993,2,1028,3,22.0,6,3.0,2,0,8,423.19047619047615
1993,3,1062,3,22.5,6,3.0,2,0,8,423.19047619047615
1993,3,1063,3,20.0,6,3.0,2,1,6,467.73684210526324
1985,2,302,11,10.5,8,5.2,3,0,8,888.7
1993,3,1062,3,21.0,6,3.8,2,0,8,444.35
1993,3,1072,3,20.5,6,3.8,3,0,8,444.35
1993,3,1072,3,18.0,6,3.8,3,0,6,522.7647058823529
1993,3,1072,3,18.5,6,3.8,3,1,6,493.72222222222223
1993,3,1072,3,18.5,8,5.0,3,0,8,493.72222222222223
1985,2,302,11,10.5,8,5.2,3,0,8,888.7
1985,2,302,11,9.5,8,5.9,3,0,8,888.7
1985,3,493,11,13.5,6,4.9,3,0,8,683.6153846153846
1985,3,493,11,15.0,6,4.9,3,0,8,634.7857142857142
1993,8,392,3,22.0,4,2.2,2,0,8,423.19047619047615
1993,8,392,3,23.0,4,2.2,2,1,8,403.95454545454544
1993,8,392,3,19.0,6,3.0,2,0,8,467.73684210526324
1993,8,392,3,19.0,6,3.0,2,1,8,493.72222222222223
1993,9,826,3,22.0,4,2.0,2,0,8,423.19047619047615
1993,9,826,3,23.0,4,2.0,2,1,8,403.95454545454544
1993,9,826,3,18.5,6,2.8,2,0,8,493.72222222222223
1993,9,826,3,21.0,6,2.8,2,1,8,444.35
1985,2,427,7,22.5,4,2.2,2,1,6,423.19047619047615
1985,3,493,11,16.0,6,4.9,3,1,8,555.4375
1993,1,403,5,20.0,6,4.3,3,0,8,467.73684210526324
1985,3,493,11,12.5,8,5.0,3,0,8,740.5833333333335
1993,1,403,5,19.5,8,5.0,3,0,8,493.72222222222223
1993,1,403,5,19.0,8,5.7,3,0,8,522.7647058823529
1993,2,685,5,22.0,6,3.3,2,0,8,423.19047619047615
1993,2,685,5,20.0,6,3.5,2,0,8,467.73684210526324
1985,3,493,11,11.0,8,5.8,3,0,8,807.9090909090909
1993,3,714,5,20.0,8,4.6,3,0,8,467.73684210526324
1993,5,34,5,20.0,6,3.5,3,0,1,535.7894736842105
1993,5,37,5,16.0,6,3.2,3,0,6,592.4666666666667
1993,5,114,5,15.0,8,4.2,3,0,6,634.7857142857142
1993,5,135,5,14.0,8,5.0,3,0,6,683.6153846153846
1985,4,626,11,15.0,6,4.3,3,0,8,592.4666666666667
1993,0,141,13,19.5,6,2.5,3,0,6,467.73684210526324
1985,4,626,11,16.0,6,4.3,3,0,8,555.4375
1993,1,417,13,24.5,4,2.2,2,0,8,386.39130434782606
1993,1,417,13,22.0,6,3.1,2,0,8,423.19047619047615
1993,3,557,13,26.0,4,1.9,2,0,8,355.48
1993,3,557,13,29.0,4,1.9,2,1,8,317.39285714285717
1985,4,626,11,15.5,6,4.3,3,1,8,592.4666666666667
1985,4,626,11,11.5,8,5.0,3,0,8,740.5833333333335
1993,8,457,13,26.5,4,1.8,2,0,8,355.48
1993,8,457,13,26.5,4,1.8,2,1,8,341.8076923076923
1985,4,626,11,14.0,8,5.0,3,0,8,634.7857142857142
1993,3,1064,12,22.5,6,3.0,2,0,8,423.19047619047615
1993,3,1064,12,21.0,6,3.8,2,0,8,444.35
1993,6,569,12,19.5,4,2.4,1,0,8,467.73684210526324
1993,6,569,12,21.0,4,2.4,2,0,8,444.35
1993,6,569,12,19.5,4,2.4,1,1,8,467.73684210526324
1985,4,626,11,13.5,8,5.7,3,0,8,683.6153846153846
1993,6,569,12,22.5,4,2.4,2,1,8,423.19047619047615
1993,6,570,12,23.5,4,1.8,2,0,8,386.39130434782606
1993,6,570,12,20.5,4,1.8,1,0,8,444.35
1993,6,570,12,23.5,4,1.8,2,1,8,386.39130434782606
1993,6,570,12,21.5,4,1.8,1,1,8,423.19047619047615
1993,6,570,12,21.0,4,2.4,2,0,8,444.35
1993,6,570,12,19.5,4,2.4,1,0,8,467.73684210526324
1993,6,570,12,22.5,4,2.4,2,1,8,423.19047619047615
1993,6,570,12,19.5,4,2.4,1,1,8,467.73684210526324
1985,4,626,11,18.5,8,6.2,3,0,1,565.5555555555555
1993,6,487,12,20.0,6,3.0,2,0,6,467.73684210526324
1985,2,427,7,21.5,4,2.2,2,1,6,444.35
1985,4,626,11,17.5,8,6.2,3,1,1,598.8235294117648
1993,8,396,12,22.0,4,2.2,2,0,8,423.19047619047615
1993,8,396,12,19.0,6,3.0,2,0,8,467.73684210526324
1993,9,829,12,22.0,4,2.0,2,0,8,423.19047619047615
1993,9,829,12,23.0,4,2.0,2,1,8,403.95454545454544
1993,9,829,12,18.5,6,2.8,2,0,8,493.72222222222223
1993,9,829,12,21.0,6,2.8,2,1,8,444.35
1985,4,630,11,11.0,8,5.7,3,0,8,807.9090909090909
1993,1,404,12,19.0,8,5.0,3,0,8,493.72222222222223
1993,1,404,12,19.0,8,5.7,3,0,8,522.7647058823529
1993,1,891,2,21.0,4,2.5,3,0,8,444.35
1993,1,891,2,22.5,4,2.5,3,1,8,403.95454545454544
1993,1,891,2,20.0,6,2.8,3,1,8,467.73684210526324
1993,1,891,2,18.5,6,4.3,3,0,8,493.72222222222223
1993,1,891,2,19.0,6,4.3,3,1,8,493.72222222222223
1985,4,951,11,21.0,4,2.5,3,0,8,444.35
1993,7,1095,2,21.0,4,2.4,3,0,8,444.35
1993,7,1095,2,23.0,4,2.4,3,1,8,403.95454545454544
1993,7,1095,2,19.0,6,3.0,3,1,8,493.72222222222223
1993,2,880,2,19.0,4,2.4,3,0,8,467.73684210526324
1993,2,880,2,19.5,4,2.4,3,1,8,467.73684210526324
1993,4,1021,2,21.0,4,2.5,3,0,8,444.35
1993,4,1021,2,22.5,4,2.5,3,1,8,403.95454545454544
1993,4,1021,2,20.0,6,2.8,3,1,8,467.73684210526324
1993,4,1021,2,18.5,6,4.3,3,0,8,493.72222222222223
1993,4,1021,2,18.5,6,4.3,3,0,6,493.72222222222223
1985,4,951,11,21.5,4,2.5,3,1,8,423.19047619047615
1993,4,1021,2,19.0,6,4.3,3,1,8,493.72222222222223
1993,6,1095,2,19.0,4,2.4,3,0,8,467.73684210526324
1993,6,1095,2,19.5,4,2.4,3,1,8,467.73684210526324
1993,1,319,10,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,319,10,17.5,6,4.3,3,1,8,522.7647058823529
1993,1,319,10,17.0,6,4.3,3,1,8,555.4375
1993,1,319,10,17.0,6,4.3,3,1,8,555.4375
1985,4,951,11,22.5,4,2.5,3,1,8,403.95454545454544
1993,1,319,10,15.5,8,5.0,3,0,8,592.4666666666667
1993,1,319,10,15.5,8,5.0,3,1,8,592.4666666666667
1993,1,319,10,15.0,8,5.7,3,0,8,634.7857142857142
1993,1,319,10,14.5,8,5.7,3,1,8,634.7857142857142
1993,1,319,10,14.0,8,5.7,3,1,8,634.7857142857142
1993,1,319,10,10.5,8,7.4,3,0,8,888.7
1993,1,838,10,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,838,10,17.0,6,4.3,3,1,8,555.4375
1993,1,838,10,17.0,6,4.3,3,1,8,555.4375
1993,1,838,10,15.0,8,5.0,3,0,8,634.7857142857142
1985,4,951,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,838,10,15.5,8,5.0,3,1,8,592.4666666666667
1993,1,838,10,15.0,8,5.7,3,0,8,634.7857142857142
1993,1,838,10,14.5,8,5.7,3,1,8,634.7857142857142
1993,1,838,10,13.5,8,5.7,3,1,8,683.6153846153846
1993,2,479,10,22.0,4,2.5,3,1,8,403.95454545454544
1993,2,479,10,16.0,6,3.9,3,0,8,555.4375
1993,2,479,10,17.0,6,3.9,3,1,8,555.4375
1993,2,479,10,15.0,8,5.2,3,0,8,634.7857142857142
1993,2,476,10,15.0,6,3.9,3,0,8,592.4666666666667
1993,2,476,10,16.0,6,3.9,3,0,8,592.4666666666667
1985,4,951,11,17.0,6,4.3,3,1,8,555.4375
1993,2,476,10,15.5,6,3.9,3,1,8,592.4666666666667
1993,2,476,10,13.5,8,5.2,3,0,8,683.6153846153846
1993,2,476,10,14.0,8,5.2,3,1,8,683.6153846153846
1993,2,476,10,13.0,8,5.9,3,0,8,683.6153846153846
1993,2,476,10,12.0,8,5.9,3,1,8,740.5833333333335
1993,2,477,10,15.0,6,3.9,3,0,8,634.7857142857142
1993,2,477,10,13.5,6,3.9,3,1,8,683.6153846153846
1993,2,477,10,13.5,8,5.2,3,0,8,683.6153846153846
1993,2,477,10,14.0,8,5.2,3,1,8,683.6153846153846
1993,2,477,10,13.0,8,5.9,3,0,8,683.6153846153846
1985,4,951,11,17.5,6,4.3,3,1,8,522.7647058823529
1993,2,477,10,12.0,8,5.9,3,1,8,740.5833333333335
1993,3,585,10,16.0,6,4.9,3,0,8,592.4666666666667
1993,3,585,10,16.0,6,4.9,3,1,8,592.4666666666667
1993,3,585,10,16.0,6,4.9,3,1,8,592.4666666666667
1993,3,585,10,15.5,8,5.0,3,0,8,592.4666666666667
1993,3,585,10,15.5,8,5.0,3,0,8,592.4666666666667
1985,8,1114,11,20.5,4,2.0,3,0,8,444.35
1993,3,585,10,14.5,8,5.0,3,1,8,634.7857142857142
1993,3,585,10,16.0,8,5.0,3,1,8,592.4666666666667
1993,3,585,10,13.5,8,5.8,3,0,8,683.6153846153846
1993,3,603,10,16.0,6,4.9,3,0,8,592.4666666666667
1993,3,603,10,16.0,6,4.9,3,1,8,592.4666666666667
1993,3,603,10,16.0,6,4.9,3,1,8,592.4666666666667
1993,3,603,10,15.0,8,5.0,3,0,8,634.7857142857142
1993,3,603,10,14.0,8,5.0,3,1,8,634.7857142857142
1993,3,603,10,16.0,8,5.0,3,1,8,592.4666666666667
1993,3,603,10,13.0,8,5.8,3,0,8,740.5833333333335
1985,8,1114,11,21.5,4,2.0,3,1,8,423.19047619047615
1993,3,885,10,20.0,4,2.3,3,0,8,444.35
1993,3,885,10,23.0,4,2.3,3,1,8,403.95454545454544
1993,3,885,10,19.0,6,3.0,3,0,8,493.72222222222223
1993,3,885,10,20.0,6,3.0,3,1,8,467.73684210526324
1993,3,885,10,17.5,6,4.0,3,0,8,522.7647058823529
1993,3,885,10,19.0,6,4.0,3,1,8,493.72222222222223
1993,4,984,10,17.5,6,4.3,3,0,8,522.7647058823529
1993,4,984,10,17.5,6,4.3,3,1,8,522.7647058823529
1993,4,984,10,17.0,6,4.3,3,1,8,555.4375
1993,4,984,10,17.0,6,4.3,3,1,8,555.4375
1985,2,446,7,27.5,4,1.5,2,0,8,329.1481481481481
1985,9,1121,11,16.0,4,1.9,3,0,8,555.4375
1993,4,984,10,15.5,8,5.0,3,0,8,592.4666666666667
1993,4,984,10,15.5,8,5.0,3,1,8,592.4666666666667
1993,4,984,10,15.0,8,5.7,3,0,8,634.7857142857142
1993,4,984,10,14.5,8,5.7,3,1,8,634.7857142857142
1993,4,984,10,14.0,8,5.7,3,1,8,634.7857142857142
1993,4,985,10,17.5,6,4.3,3,0,8,522.7647058823529
1993,4,985,10,17.0,6,4.3,3,1,8,555.4375
1993,4,985,10,17.0,6,4.3,3,1,8,555.4375
1993,4,985,10,15.0,8,5.0,3,0,8,634.7857142857142
1993,4,985,10,15.0,8,5.0,3,1,8,592.4666666666667
1985,9,1121,11,17.0,4,1.9,3,1,8,522.7647058823529
1993,4,985,10,15.0,8,5.7,3,0,8,634.7857142857142
1993,4,985,10,14.5,8,5.7,3,1,8,634.7857142857142
1993,4,985,10,13.5,8,5.7,3,1,8,683.6153846153846
1993,8,1052,10,21.0,4,2.4,3,0,8,423.19047619047615
1993,8,1052,10,23.0,4,2.4,3,1,8,403.95454545454544
1993,8,1052,10,18.5,6,3.0,3,0,8,493.72222222222223
1993,8,1052,10,17.0,6,3.0,3,0,8,555.4375
1993,8,1052,10,17.5,6,3.0,3,1,8,522.7647058823529
1993,1,706,10,15.5,6,4.3,1,0,8,592.4666666666667
1993,1,706,10,15.5,6,4.3,1,1,8,592.4666666666667
1993,1,706,10,16.0,6,4.3,1,1,8,555.4375
1993,1,706,10,14.5,8,5.0,1,0,8,634.7857142857142
1993,1,706,10,14.0,8,5.0,1,1,8,683.6153846153846
1993,1,706,10,13.5,8,5.7,1,0,8,683.6153846153846
1993,1,706,10,13.5,8,5.7,1,1,8,683.6153846153846
1993,1,706,10,12.5,8,5.7,1,1,8,740.5833333333335
1993,1,706,10,17.5,8,6.2,1,0,1,598.8235294117648
1993,1,838,10,15.5,6,4.3,1,0,8,592.4666666666667
1993,1,838,10,15.0,6,4.3,1,1,8,634.7857142857142
1993,1,838,10,15.5,6,4.3,1,1,8,592.4666666666667
1993,1,838,10,14.5,8,5.0,1,0,8,634.7857142857142
1993,1,838,10,14.0,8,5.0,1,1,8,683.6153846153846
1993,1,838,10,13.5,8,5.7,1,0,8,683.6153846153846
1993,1,838,10,13.5,8,5.7,1,1,8,683.6153846153846
1985,1,1044,6,14.0,8,5.0,3,0,8,634.7857142857142
1993,1,838,10,12.5,8,5.7,1,1,8,740.5833333333335
1993,1,838,10,17.5,8,6.2,1,0,1,598.8235294117648
1993,1,891,10,17.0,6,4.3,1,0,8,555.4375
1993,1,891,10,17.5,6,4.3,1,1,8,555.4375
1993,7,1095,10,18.0,4,2.4,1,1,8,493.72222222222223
1993,7,1095,10,15.5,6,3.0,1,0,8,592.4666666666667
1993,7,1095,10,16.0,6,3.0,1,1,8,592.4666666666667
1993,2,479,10,15.0,6,3.9,1,0,8,634.7857142857142
1993,2,479,10,16.0,6,3.9,1,1,8,592.4666666666667
1993,2,479,10,13.5,8,5.2,1,0,8,683.6153846153846
1985,1,1044,6,13.5,8,5.7,3,0,8,683.6153846153846
1993,2,842,10,17.5,4,2.4,1,0,8,522.7647058823529
1993,2,842,10,18.5,4,2.4,1,1,8,493.72222222222223
1993,2,1135,10,14.0,6,3.9,1,0,8,634.7857142857142
1993,2,1135,10,13.5,6,3.9,1,1,8,683.6153846153846
1993,2,1135,10,13.0,8,5.2,1,0,8,683.6153846153846
1993,2,1135,10,13.5,8,5.2,1,1,8,683.6153846153846
1993,2,1135,10,12.0,8,5.9,1,0,8,740.5833333333335
1993,2,1135,10,11.5,8,5.9,1,1,8,807.9090909090909
1993,2,1136,10,13.0,8,5.2,1,0,8,740.5833333333335
1993,2,1136,10,13.5,8,5.2,1,1,8,683.6153846153846
1985,1,1044,6,18.5,8,6.2,3,0,1,565.5555555555555
1993,2,1136,10,12.0,8,5.9,1,0,8,740.5833333333335
1993,2,1136,10,11.5,8,5.9,1,1,8,807.9090909090909
1993,3,585,10,15.0,6,4.9,1,0,8,634.7857142857142
1993,3,585,10,15.0,6,4.9,1,1,8,592.4666666666667
1993,3,585,10,15.5,6,4.9,1,1,8,592.4666666666667
1993,3,585,10,14.5,8,5.0,1,0,8,634.7857142857142
1985,1,892,6,21.0,4,2.5,3,0,8,444.35
1993,3,585,10,14.5,8,5.0,1,0,8,634.7857142857142
1993,3,585,10,13.5,8,5.0,1,1,8,683.6153846153846
1993,3,585,10,14.0,8,5.0,1,1,8,683.6153846153846
1993,3,585,10,13.0,8,5.8,1,0,8,740.5833333333335
1993,3,885,10,21.5,4,2.3,1,1,8,423.19047619047615
1993,3,885,10,18.0,6,3.0,1,0,8,493.72222222222223
1993,3,885,10,19.0,6,3.0,1,1,8,493.72222222222223
1993,3,885,10,17.5,6,4.0,1,0,8,522.7647058823529
1993,3,885,10,18.5,6,4.0,1,1,8,493.72222222222223
1993,4,984,10,15.5,6,4.3,1,0,8,592.4666666666667
1985,1,892,6,21.5,4,2.5,3,1,8,423.19047619047615
1993,4,984,10,15.5,6,4.3,1,1,8,592.4666666666667
1993,4,984,10,16.0,6,4.3,1,1,8,555.4375
1993,4,984,10,14.5,8,5.0,1,0,8,634.7857142857142
1993,4,984,10,14.0,8,5.0,1,1,8,683.6153846153846
1993,4,984,10,13.5,8,5.7,1,0,8,683.6153846153846
1993,4,984,10,13.5,8,5.7,1,1,8,683.6153846153846
1993,4,984,10,12.5,8,5.7,1,1,8,740.5833333333335
1993,4,984,10,17.5,8,6.2,1,0,1,598.8235294117648
1993,4,985,10,15.5,6,4.3,1,0,8,592.4666666666667
1993,4,985,10,15.0,6,4.3,1,1,8,634.7857142857142
1985,1,892,6,22.5,4,2.5,3,1,8,403.95454545454544
1993,4,985,10,15.5,6,4.3,1,1,8,592.4666666666667
1993,4,985,10,14.5,8,5.0,1,0,8,634.7857142857142
1993,4,985,10,13.5,8,5.0,1,1,8,683.6153846153846
1993,4,985,10,13.5,8,5.7,1,0,8,683.6153846153846
1993,4,985,10,13.5,8,5.7,1,1,8,683.6153846153846
1993,4,985,10,12.5,8,5.7,1,1,8,740.5833333333335
1993,4,985,10,17.5,8,6.2,1,0,1,598.8235294117648
1993,4,1021,10,17.5,6,4.3,1,0,6,555.4375
1993,4,1021,10,17.0,6,4.3,1,0,8,555.4375
1993,4,1021,10,17.5,6,4.3,1,1,8,555.4375
1985,2,446,7,34.0,4,1.5,2,1,8,261.38235294117646
1985,1,892,6,19.0,6,2.8,3,0,8,493.72222222222223
1993,6,1095,10,17.5,4,2.4,1,0,8,522.7647058823529
1993,6,1095,10,18.5,4,2.4,1,1,8,493.72222222222223
1993,6,1095,10,17.5,6,3.0,1,1,8,522.7647058823529
1993,8,1098,10,17.0,4,2.4,1,0,8,522.7647058823529
1993,8,1098,10,18.5,4,2.4,1,1,8,493.72222222222223
1993,8,1098,10,14.0,6,3.0,1,0,8,683.6153846153846
1985,1,892,6,19.5,6,2.8,3,1,8,467.73684210526324
1993,8,1098,10,14.5,6,3.0,1,0,8,634.7857142857142
1993,8,1098,10,15.5,6,3.0,1,1,8,592.4666666666667
1993,1,282,11,17.0,6,4.3,1,0,6,555.4375
1993,1,282,11,18.0,6,4.3,3,0,6,522.7647058823529
1993,1,282,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,624,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,624,11,15.0,8,5.0,3,0,8,592.4666666666667
1993,1,624,11,15.0,8,5.7,3,0,8,634.7857142857142
1993,1,628,11,17.5,6,4.3,3,0,8,555.4375
1993,1,628,11,15.5,8,5.7,3,0,8,634.7857142857142
1985,1,892,6,18.5,6,2.8,3,1,8,493.72222222222223
1993,2,293,11,14.5,6,3.9,3,0,8,634.7857142857142
1993,2,293,11,15.0,6,3.9,3,0,8,592.4666666666667
1993,2,293,11,14.5,6,3.9,3,1,8,634.7857142857142
1993,2,293,11,12.0,8,5.2,3,0,8,740.5833333333335
1993,2,293,11,13.5,8,5.2,3,0,8,683.6153846153846
1993,2,293,11,13.0,8,5.9,3,0,8,683.6153846153846
1993,2,301,11,15.0,6,3.9,3,0,8,634.7857142857142
1993,2,301,11,13.5,8,5.2,3,0,8,683.6153846153846
1993,2,301,11,12.5,8,5.9,3,0,8,740.5833333333335
1993,3,266,11,19.0,6,3.0,3,0,8,493.72222222222223
1985,2,214,6,11.5,8,5.2,3,0,8,807.9090909090909
1993,3,266,11,20.0,6,3.0,3,1,8,467.73684210526324
1993,3,266,11,17.5,6,4.0,3,0,8,522.7647058823529
1993,3,266,11,17.5,6,4.0,1,0,8,522.7647058823529
1993,3,494,11,14.0,6,4.9,3,0,8,634.7857142857142
1993,3,494,11,15.0,6,4.9,3,0,8,592.4666666666667
1993,3,494,11,14.5,8,5.0,3,0,8,634.7857142857142
1993,3,494,11,14.5,8,5.0,3,0,8,634.7857142857142
1993,3,494,11,13.0,8,5.8,3,0,8,740.5833333333335
1993,3,497,11,13.0,6,4.9,3,0,8,683.6153846153846
1993,3,497,11,14.5,6,4.9,3,0,8,634.7857142857142
1985,2,214,6,12.0,8,5.2,3,0,8,740.5833333333335
1993,3,497,11,12.0,8,5.8,3,0,8,807.9090909090909
1993,4,1125,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,4,1125,11,15.0,8,5.0,3,0,8,592.4666666666667
1993,4,1125,11,15.0,8,5.7,3,0,8,634.7857142857142
1993,4,1126,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,4,1126,11,15.5,8,5.7,3,0,8,634.7857142857142
1993,4,951,11,17.0,6,4.3,1,0,6,555.4375
1993,4,951,11,18.0,6,4.3,3,0,6,522.7647058823529
1993,4,951,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,282,11,16.0,6,4.3,1,0,6,592.4666666666667
1985,2,214,6,13.5,8,5.2,3,0,8,683.6153846153846
1993,1,282,11,16.5,6,4.3,3,0,6,555.4375
1993,1,282,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,1,1029,11,15.5,6,4.3,3,0,8,592.4666666666667
1993,1,1029,11,14.0,8,5.0,3,0,8,683.6153846153846
1993,1,1029,11,13.5,8,5.7,3,0,8,683.6153846153846
1993,1,1030,11,13.5,8,5.7,3,0,8,683.6153846153846
1993,2,294,11,14.0,6,3.9,3,0,8,634.7857142857142
1993,2,294,11,14.5,6,3.9,3,0,8,634.7857142857142
1993,2,294,11,14.5,6,3.9,3,1,8,634.7857142857142
1993,2,294,11,12.0,8,5.2,3,0,8,740.5833333333335
1985,2,214,6,11.0,8,5.9,3,0,8,807.9090909090909
1993,2,294,11,13.5,8,5.2,3,0,8,683.6153846153846
1993,2,294,11,12.5,8,5.9,3,0,8,740.5833333333335
1993,2,302,11,12.5,8,5.2,3,0,8,740.5833333333335
1993,2,302,11,11.5,8,5.9,3,0,8,740.5833333333335
1993,3,267,11,18.0,6,3.0,3,0,8,522.7647058823529
1993,3,267,11,18.5,6,3.0,3,1,8,522.7647058823529
1993,3,267,11,17.5,6,4.0,3,0,8,522.7647058823529
1993,3,267,11,16.0,6,4.0,1,0,8,555.4375
1993,3,493,11,14.5,6,4.9,3,0,8,634.7857142857142
1993,3,493,11,14.0,8,5.0,3,0,8,634.7857142857142
1985,2,411,6,17.5,4,2.2,2,0,8,522.7647058823529
1993,3,493,11,13.0,8,5.0,3,0,8,683.6153846153846
1993,3,493,11,12.0,8,5.8,3,0,8,740.5833333333335
1993,4,876,11,15.5,6,4.3,3,0,8,592.4666666666667
1993,4,876,11,14.0,8,5.0,3,0,8,683.6153846153846
1993,4,876,11,13.5,8,5.7,3,0,8,683.6153846153846
1993,4,877,11,13.5,8,5.7,3,0,8,683.6153846153846
1993,4,951,11,16.0,6,4.3,1,0,6,592.4666666666667
1993,4,951,11,16.5,6,4.3,3,0,6,555.4375
1993,4,951,11,17.5,6,4.3,3,0,8,522.7647058823529
1993,8,845,11,17.5,4,2.4,3,0,8,522.7647058823529
1985,2,411,6,18.5,4,2.2,2,0,8,493.72222222222223
1993,8,845,11,18.0,4,2.4,3,1,8,493.72222222222223
1993,8,846,11,17.0,4,2.4,1,0,8,522.7647058823529
1993,9,559,11,16.5,5,2.5,2,0,8,555.4375
1993,9,559,11,17.5,5,2.5,2,1,8,522.7647058823529
1993,1,728,6,18.5,6,3.1,2,0,8,493.72222222222223
1993,1,728,6,19.0,6,3.8,2,0,8,493.72222222222223
1993,1,1042,6,13.5,8,5.7,3,0,8,683.6153846153846
1993,1,892,6,18.5,6,4.3,3,0,6,493.72222222222223
1993,1,892,6,19.0,6,4.3,3,1,8,493.72222222222223
1993,7,832,6,17.0,6,3.0,3,0,8,555.4375
1985,2,411,6,23.5,4,2.2,2,1,8,386.39130434782606
1993,7,832,6,15.5,6,3.0,3,1,8,592.4666666666667
1993,7,854,6,18.5,6,3.0,2,0,8,493.72222222222223
1993,2,408,6,21.0,4,2.5,2,0,8,444.35
1993,2,408,6,23.0,4,2.5,2,1,8,423.19047619047615
1993,2,408,6,19.5,6,3.0,2,0,8,467.73684210526324
1993,2,408,6,19.0,6,3.3,2,0,8,493.72222222222223
1993,2,409,6,21.0,4,2.5,2,0,8,444.35
1993,2,409,6,23.0,4,2.5,2,1,8,423.19047619047615
1993,2,409,6,19.5,6,3.0,2,0,8,467.73684210526324
1985,2,446,7,31.0,4,1.5,2,1,8,296.23333333333335
1985,2,411,6,23.5,4,2.2,2,1,8,386.39130434782606
1993,2,409,6,19.0,6,3.3,2,0,8,493.72222222222223
1993,2,883,6,13.5,8,5.2,3,0,8,683.6153846153846
1993,2,883,6,13.0,8,5.9,3,0,8,683.6153846153846
1993,3,565,6,17.5,6,4.0,3,0,8,522.7647058823529
1993,3,565,6,19.0,6,4.0,3,1,8,493.72222222222223
1985,2,411,6,21.5,4,2.2,2,1,8,423.19047619047615
1993,4,1042,6,13.5,8,5.7,3,0,8,683.6153846153846
1993,4,695,6,18.5,6,4.3,3,0,6,493.72222222222223
1993,4,695,6,19.0,6,4.3,3,1,8,493.72222222222223
1985,2,411,6,21.5,4,2.2,2,1,8,444.35
1985,2,411,6,18.0,4,2.6,2,0,8,522.7647058823529
1993,8,130,6,17.0,6,3.0,3,0,8,522.7647058823529
1993,1,311,6,13.0,8,5.7,1,0,8,683.6153846153846
1993,1,311,6,13.5,8,5.7,1,1,8,683.6153846153846
1993,1,1042,6,13.0,8,5.7,1,0,8,740.5833333333335
1993,1,892,6,17.5,6,4.3,1,0,6,555.4375
1993,1,892,6,17.5,6,4.3,1,1,8,555.4375
1993,7,832,6,15.5,6,3.0,1,0,8,592.4666666666667
1993,7,832,6,15.5,6,3.0,1,1,8,592.4666666666667
1993,2,409,6,17.5,6,3.3,1,0,8,522.7647058823529
1993,2,883,6,13.0,8,5.2,1,0,8,740.5833333333335
1993,2,883,6,12.0,8,5.9,1,0,8,740.5833333333335
1985,4,318,6,14.0,8,5.0,3,0,8,634.7857142857142
1993,3,313,6,14.5,8,5.0,1,0,8,634.7857142857142
1993,3,313,6,14.0,8,5.0,1,1,8,683.6153846153846
1993,3,313,6,13.0,8,5.8,1,0,8,740.5833333333335
1985,4,318,6,13.5,8,5.7,3,0,8,683.6153846153846
